fetch-0;0,060203
fetch-1;0,066723
fetch-2;0,061972
fetch-3;0,061814
fetch-4;0,061038
fetch-5;0,062296
fetch-6;0,061055
fetch-7;0,068993
fetch-8;0,063619
fetch-9;0,060106
fetch-10;0,061262
fetch-11;0,060793
fetch-12;0,059521
fetch-13;0,058756
fetch-14;0,059467
fetch-15;0,067413
fetch-16;0,060505
fetch-17;0,063048
fetch-18;0,062923
fetch-19;0,060811
fetch-20;0,058459
fetch-21;0,062771
fetch-22;0,060929
fetch-23;0,062414
fetch-24;0,062642
fetch-25;0,061342
fetch-26;0,058760
fetch-27;0,064440
fetch-28;0,059453
fetch-29;0,060691
fetch-30;0,059049
fetch-31;0,062328
fetch-32;0,067772
fetch-33;0,062057
fetch-34;0,060018
fetch-35;0,064749
fetch-36;0,063253
fetch-37;0,062429
fetch-38;0,060723
fetch-39;0,065002
fetch-40;0,062824
fetch-41;0,076768
fetch-42;0,087980
fetch-43;0,074071
fetch-44;0,062816
fetch-45;0,060912
fetch-46;0,058392
fetch-47;0,061074
fetch-48;0,063613
fetch-49;0,060473
fetch-50;0,064822
fetch-51;0,059455
fetch-52;0,059283
fetch-53;0,094692
fetch-54;0,060377
fetch-55;0,065679
fetch-56;0,058245
fetch-57;0,061253
fetch-58;0,063951
fetch-59;0,075121
fetch-60;0,063025
fetch-61;0,062060
fetch-62;0,063292
fetch-63;0,060667
fetch-64;0,065465
fetch-65;0,060618
fetch-66;0,062266
fetch-67;0,070993
fetch-68;0,060898
fetch-69;0,061058
fetch-70;0,072671
fetch-71;0,061116
fetch-72;0,062254
fetch-73;0,062217
fetch-74;0,066328
fetch-75;0,062218
fetch-76;0,062744
fetch-77;0,061252
fetch-78;0,061894
fetch-79;0,070629
fetch-80;0,063005
fetch-81;0,060864
fetch-82;0,061808
fetch-83;0,060983
fetch-84;0,059913
fetch-85;0,066145
fetch-86;0,059293
fetch-87;0,060775
fetch-88;0,062007
fetch-89;0,060557
fetch-90;0,063300
