iotDevice0;2,779654
iotDevice1;2,490313
iotDevice2;2,471434
iotDevice3;2,479402
iotDevice4;2,469763
iotDevice5;2,491541
iotDevice6;2,487492
iotDevice7;2,464334
iotDevice8;2,452361
iotDevice9;2,474371
iotDevice10;2,434927
iotDevice11;2,428701
iotDevice12;2,454560
iotDevice13;2,422664
iotDevice14;2,527271
iotDevice15;2,420657
iotDevice16;2,469125
iotDevice17;2,416202
iotDevice18;2,413415
iotDevice19;2,449060
iotDevice20;2,409197
iotDevice21;2,457972
iotDevice22;2,435557
iotDevice23;2,436084
iotDevice24;2,425711
iotDevice25;2,416813
iotDevice26;2,478370
iotDevice27;2,525081
iotDevice28;2,447680
iotDevice29;2,434785
iotDevice30;2,435582
iotDevice31;2,457485
iotDevice32;2,438154
iotDevice33;2,443088
iotDevice34;2,433326
iotDevice35;2,413205
iotDevice36;2,414887
iotDevice37;2,459620
iotDevice38;2,463499
iotDevice39;2,482902
iotDevice40;2,434822
iotDevice41;2,426017
iotDevice42;2,424685
iotDevice43;2,435967
iotDevice44;2,457621
iotDevice45;2,414246
iotDevice46;2,413754
iotDevice47;2,417781
iotDevice48;2,424037
iotDevice49;2,453034
iotDevice50;2,457547
iotDevice51;2,447045
iotDevice52;2,420315
iotDevice53;2,455172
iotDevice54;2,538098
iotDevice55;2,416896
iotDevice56;2,447662
iotDevice57;2,425107
iotDevice58;2,446104
iotDevice59;2,469185
iotDevice60;2,424069
iotDevice61;2,432086
iotDevice62;2,447669
iotDevice63;2,424835
iotDevice64;2,467099
iotDevice65;2,444847
iotDevice66;2,405777
iotDevice67;2,422173
iotDevice68;2,415790
iotDevice69;2,447221
iotDevice70;2,425943
iotDevice71;2,416638
iotDevice72;2,456295
iotDevice73;2,449575
iotDevice74;2,413387
iotDevice75;2,437950
iotDevice76;2,436043
iotDevice77;2,437778
iotDevice78;2,426979
iotDevice79;2,500375
iotDevice80;2,437877
iotDevice81;2,458145
iotDevice82;2,449333
iotDevice83;2,438529
iotDevice84;2,480179
iotDevice85;2,450579
iotDevice86;2,470708
iotDevice87;2,436782
iotDevice88;2,446063
iotDevice89;2,504974
iotDevice90;2,448963
iotDevice91;2,426427
iotDevice92;2,447353
iotDevice93;2,424390
iotDevice94;2,433719
iotDevice95;2,440623
iotDevice96;2,445642
iotDevice97;2,423603
iotDevice98;2,446520
iotDevice99;2,424002
iotDevice100;2,458006
iotDevice101;2,462223
iotDevice102;2,426958
iotDevice103;2,421833
iotDevice104;2,491535
iotDevice105;2,427386
iotDevice106;2,425079
iotDevice107;2,427751
iotDevice108;2,423536
iotDevice109;2,460159
iotDevice110;2,445948
iotDevice111;2,448156
iotDevice112;2,423557
iotDevice113;2,483152
iotDevice114;2,448242
iotDevice115;2,515342
iotDevice116;2,438443
iotDevice117;2,470426
iotDevice118;2,522267
iotDevice119;2,444917
iotDevice120;2,441310
iotDevice121;2,471624
iotDevice122;2,470432
iotDevice123;2,448230
iotDevice124;2,455923
iotDevice125;2,466048
iotDevice126;2,471463
iotDevice127;2,461934
iotDevice128;2,457446
iotDevice129;2,446836
iotDevice130;2,452606
iotDevice131;2,484263
iotDevice132;2,449639
iotDevice133;2,436700
iotDevice134;2,470483
iotDevice135;2,436194
iotDevice136;2,436754
iotDevice137;2,435815
iotDevice138;2,539578
iotDevice139;2,767998
iotDevice140;2,431947
iotDevice141;2,449736
iotDevice142;2,460672
iotDevice143;2,457961
iotDevice144;2,418632
iotDevice145;2,460034
iotDevice146;2,415488
iotDevice147;2,483042
iotDevice148;2,427263
iotDevice149;2,453100
iotDevice150;2,417546
iotDevice151;2,449109
iotDevice152;2,426524
iotDevice153;2,449255
iotDevice154;2,412287
iotDevice155;2,491757
iotDevice156;2,458296
iotDevice157;2,473266
iotDevice158;2,412865
iotDevice159;2,446678
iotDevice160;2,461648
iotDevice161;2,514693
iotDevice162;2,573131
iotDevice163;2,511240
iotDevice164;2,481552
iotDevice165;2,433732
iotDevice166;2,605770
iotDevice167;2,468673
iotDevice168;2,475063
iotDevice169;2,461032
iotDevice170;2,496340
iotDevice171;2,450680
iotDevice172;2,459007
iotDevice173;2,458336
iotDevice174;2,450317
iotDevice175;2,465349
iotDevice176;2,447174
iotDevice177;2,453318
iotDevice178;2,453303
iotDevice179;2,431669
iotDevice180;2,415092
iotDevice181;2,585470
iotDevice182;2,436259
iotDevice183;2,415198
iotDevice184;2,470869
iotDevice185;2,446979
iotDevice186;2,439947
iotDevice187;2,438090
iotDevice188;2,437771
iotDevice189;2,428572
iotDevice190;2,461333
iotDevice191;2,452524
iotDevice192;2,445063
iotDevice193;2,482215
iotDevice194;2,435454
iotDevice195;2,469364
iotDevice196;2,458874
iotDevice197;2,419265
iotDevice198;2,448359
iotDevice199;2,415449
iotDevice200;2,446135
iotDevice201;2,434088
iotDevice202;2,435804
iotDevice203;2,426507
iotDevice204;2,424085
iotDevice205;2,473094
iotDevice206;2,451992
iotDevice207;2,442375
iotDevice208;2,417023
iotDevice209;2,435796
iotDevice210;2,438056
iotDevice211;2,437193
iotDevice212;2,415923
iotDevice213;2,446152
iotDevice214;2,426908
iotDevice215;2,417331
iotDevice216;2,427936
iotDevice217;2,401570
iotDevice218;2,446907
iotDevice219;2,415854
iotDevice220;2,456920
iotDevice221;2,429286
iotDevice222;2,424060
iotDevice223;2,428958
iotDevice224;2,436377
iotDevice225;2,476376
iotDevice226;2,457690
iotDevice227;2,427309
iotDevice228;2,437671
iotDevice229;2,424582
iotDevice230;2,463200
iotDevice231;2,459836
iotDevice232;2,421393
iotDevice233;2,458989
iotDevice234;2,423814
iotDevice235;2,470405
iotDevice236;2,440934
iotDevice237;2,484954
iotDevice238;2,427033
iotDevice239;2,512185
iotDevice240;2,460725
iotDevice241;2,575933
iotDevice242;2,412857
iotDevice243;2,435703
iotDevice244;2,402250
iotDevice245;2,458700
iotDevice246;2,470688
iotDevice247;2,456443
iotDevice248;2,420310
iotDevice249;2,457894
iotDevice250;2,424811
iotDevice251;2,427802
iotDevice252;2,439994
iotDevice253;2,402176
iotDevice254;2,414959
iotDevice255;2,448203
iotDevice256;2,446917
iotDevice257;2,436659
iotDevice258;2,427035
iotDevice259;2,415753
iotDevice260;2,458839
iotDevice261;2,414849
iotDevice262;2,664685
iotDevice263;2,416604
iotDevice264;2,461373
iotDevice265;2,463562
iotDevice266;2,445451
iotDevice267;2,491707
iotDevice268;2,501367
iotDevice269;2,451156
iotDevice270;2,446676
iotDevice271;2,470604
iotDevice272;2,454456
iotDevice273;2,428459
iotDevice274;2,437531
iotDevice275;2,426294
iotDevice276;2,461748
iotDevice277;2,435979
iotDevice278;2,447068
iotDevice279;2,450926
iotDevice280;2,455263
iotDevice281;2,442793
iotDevice282;2,489855
iotDevice283;2,438535
